Index,Sentence_index,Sentence,POS_Tagged_Tokens,Lemmas
10493,834,,town[NN],town
10494,834,,areas[NNS],area
10495,834,,([(],(
10496,834,,great[JJ],great
10497,834,,for[IN],for
10498,834,,snowshoeing[VBG],snowshoe
10499,834,,&[CC],&
10500,834,,cross-country[NN],cross-country
10501,834,,skiing[NN],skiing
10502,834,,)[)],)
10503,834,These are fantastic if you're comfortable with more snow and potentially colder temperatures.,these[DT],these
10504,835,,are[VBP],be
10505,835,,fantastic[JJ],fantastic
10506,835,,if[IN],if
10507,835,,you[PRP],you
10508,835,,'re[VBP],'re
10509,835,,comfortable[JJ],comfortable
10510,835,,with[IN],with
10511,835,,more[RBR],more
10512,835,,snow[JJ],snow
10513,835,,and[CC],and
10514,835,,potentially[RB],potentially
10515,835,,colder[JJR],cold
10516,835,,temperatures[NNS],temperature
10517,835,,.[.],.
10518,835,1.,1[CD],1
10519,836,,.[.],.
10520,836,Rocky Mountain National Park (East Side - Estes Park Entrance),rocky[JJ],rocky
10521,837,,mountain[NN],mountain
10522,837,,national[JJ],national
10523,837,,park[NN],park
10524,837,,([(],(
10525,837,,east[JJ],east
10526,837,,side[NN],side
10527,837,,-[:],-
10528,837,,estes[VBZ],estes
10529,837,,park[JJ],park
10530,837,,entrance[NN],entrance
10531,837,,)[)],)
10532,837,"Why it's pleasant: Iconic beauty, but stick to the lower, well-trafficked trails to avoid high avalanche risk areas.",why[WRB],why
10533,838,,it[PRP],it
10534,838,,'s[VBZ],'s
10535,838,,pleasant[JJ],pleasant
10536,838,,:[:],:
10537,838,,iconic[JJ],iconic
10538,838,,beauty[NN],beauty
10539,838,,",[,]",","
10540,838,,but[CC],but
10541,838,,stick[NN],stick
10542,838,,to[TO],to
10543,838,,the[DT],the
10544,838,,lower[JJR],low
10545,838,,",[,]",","
10546,838,,well-trafficked[JJ],well-trafficked
10547,838,,trails[NNS],trail
10548,838,,to[TO],to
10549,838,,avoid[VB],avoid
10550,838,,high[JJ],high
10551,838,,avalanche[NN],avalanche
10552,838,,risk[NN],risk
10553,838,,areas[NNS],area
10554,838,,.[.],.
10555,838,"Bear Lake Road is plowed, providing access to many trailheads.",bear[JJ],bear
10556,839,,lake[JJ],lake
10557,839,,road[NN],road
10558,839,,is[VBZ],be
10559,839,,plowed[VBN],plow
10560,839,,",[,]",","
10561,839,,providing[VBG],provide
10562,839,,access[NN],access
10563,839,,to[TO],to
10564,839,,many[JJ],many
10565,839,,trailheads[NNS],trailhead
10566,839,,.[.],.
10567,839,"The park takes on a serene, magical quality in winter.",the[DT],the
10568,840,,park[NN],park
10569,840,,takes[VBZ],take
10570,840,,on[IN],on
10571,840,,a[DT],a
10572,840,,serene[NN],serene
10573,840,,",[,]",","
10574,840,,magical[JJ],magical
10575,840,,quality[NN],quality
10576,840,,in[IN],in
10577,840,,winter[NN],winter
10578,840,,.[.],.
10579,840,Trails to consider:,trails[NNS],trail
10580,841,,to[TO],to
10581,841,,consider[VB],consider
10582,841,,:[:],:
10583,841,"Bear Lake Loop: Easy, flat, beautiful.",bear[NN],bear
10584,842,,lake[VBP],lake
10585,842,,loop[NN],loop
10586,842,,:[:],:
10587,842,,easy[JJ],easy
10588,842,,",[,]",","
10589,842,,flat[JJ],flat
10590,842,,",[,]",","
10591,842,,beautiful[JJ],beautiful
10592,842,,.[.],.
10593,842,"Sprague Lake Loop: Another flat, easy, scenic loop.",sprague[JJ],sprague
10594,843,,lake[JJ],lake
10595,843,,loop[NN],loop
10596,843,,:[:],:
10597,843,,another[DT],another
10598,843,,flat[JJ],flat
10599,843,,",[,]",","
10600,843,,easy[JJ],easy
10601,843,,",[,]",","
10602,843,,scenic[JJ],scenic
10603,843,,loop[NN],loop
10604,843,,.[.],.
10605,843,Alberta Falls: Moderate hike to a beautiful frozen waterfall.,alberta[NN],alberta
10606,844,,falls[VBZ],fall
10607,844,,:[:],:
10608,844,,moderate[JJ],moderate
10609,844,,hike[NN],hike
10610,844,,to[TO],to
10611,844,,a[DT],a
10612,844,,beautiful[JJ],beautiful
10613,844,,frozen[JJ],frozen
10614,844,,waterfall[NN],waterfall
10615,844,,.[.],.
10616,844,Dream Lake/Emerald Lake (from Bear Lake Trailhead): This is very popular but can be cold and icy.,dream[NN],dream
10617,845,,lake/emerald[NN],lake/emerald
10618,845,,lake[NN],lake
10619,845,,([(],(
10620,845,,from[IN],from
10621,845,,bear[NN],bear
10622,845,,lake[VBP],lake
10623,845,,trailhead[NN],trailhead
10624,845,,)[)],)
10625,845,,:[:],:
10626,845,,this[DT],this
10627,845,,is[VBZ],be
10628,845,,very[RB],very
10629,845,,popular[JJ],popular
10630,845,,but[CC],but
10631,845,,can[MD],can
10632,845,,be[VB],be
10633,845,,cold[JJ],cold
10634,845,,and[CC],and
10635,845,,icy[NN],icy
10636,845,,.[.],.
10637,845,"Stick to the main path, and be aware of avalanche conditions if venturing past Dream Lake towards Emerald Lake, especially if off-trail.",stick[NN],stick
10638,846,,to[TO],to
10639,846,,the[DT],the
10640,846,,main[JJ],main
10641,846,,path[NN],path
10642,846,,",[,]",","
10643,846,,and[CC],and
10644,846,,be[VB],be
10645,846,,aware[JJ],aware
10646,846,,of[IN],of
10647,846,,avalanche[NN],avalanche
10648,846,,conditions[NNS],condition
10649,846,,if[IN],if
10650,846,,venturing[VBG],venture
10651,846,,past[JJ],past
10652,846,,dream[NN],dream
10653,846,,lake[NN],lake
10654,846,,towards[NNS],towards
10655,846,,emerald[VBP],emerald
10656,846,,lake[NN],lake
10657,846,,",[,]",","
10658,846,,especially[RB],especially
10659,846,,if[IN],if
10660,846,,off-trail[JJ],off-trail
10661,846,,.[.],.
10662,846,"Gear: Layers, water, microspikes are essential, and snowshoes are highly recommended for deeper snow or venturing off packed trails.",gear[NN],gear
10663,847,,:[:],:
10664,847,,layers[NNS],layer
10665,847,,",[,]",","
10666,847,,water[NN],water
10667,847,,",[,]",","
10668,847,,microspikes[NNS],microspikes
10669,847,,are[VBP],be
10670,847,,essential[JJ],essential
10671,847,,",[,]",","
10672,847,,and[CC],and
10673,847,,snowshoes[NNS],snowshoe
10674,847,,are[VBP],be
10675,847,,highly[RB],highly
10676,847,,recommended[VBN],recommend
10677,847,,for[IN],for
10678,847,,deeper[JJR],deep
10679,847,,snow[NN],snow
10680,847,,or[CC],or
10681,847,,venturing[VBG],venture
10682,847,,off[RP],off
10683,847,,packed[VBN],pack
10684,847,,trails[NNS],trail
10685,847,,.[.],.
10686,847,Park pass and timed entry (seasonal) required.,park[NN],park
10687,848,,pass[NN],pas
10688,848,,and[CC],and
10689,848,,timed[VBD],time
10690,848,,entry[NN],entry
10691,848,,([(],(
10692,848,,seasonal[JJ],seasonal
10693,848,,)[)],)
10694,848,,required[VBN],require
10695,848,,.[.],.
10696,848,2.,2[CD],2
10697,849,,.[.],.
10698,849,Breckenridge/Frisco/Silverthorne Area,breckenridge/frisco/silverthorne[JJ],breckenridge/frisco/silverthorne
10699,850,,area[NN],area
10700,850,"Why it's pleasant: Many well-maintained, multi-use trails perfect for snowshoeing or cross-country skiing, often with stunning views of the Tenmile Range.",why[WRB],why
10701,851,,it[PRP],it
10702,851,,'s[VBZ],'s
10703,851,,pleasant[JJ],pleasant
10704,851,,:[:],:
10705,851,,many[JJ],many
10706,851,,well-maintained[JJ],well-maintained
10707,851,,",[,]",","
10708,851,,multi-use[JJ],multi-use
10709,851,,trails[NNS],trail
10710,851,,perfect[VBP],perfect
10711,851,,for[IN],for
10712,851,,snowshoeing[VBG],snowshoe
10713,851,,or[CC],or
10714,851,,cross-country[NN],cross-country
10715,851,,skiing[NN],skiing
10716,851,,",[,]",","
10717,851,,often[RB],often
10718,851,,with[IN],with
10719,851,,stunning[JJ],stunning
10720,851,,views[NNS],view
10721,851,,of[IN],of
10722,851,,the[DT],the
10723,851,,tenmile[NN],tenmile
10724,851,,range[NN],range
10725,851,,.[.],.
10726,851,Trails to consider:,trails[NNS],trail
10727,852,,to[TO],to
10728,852,,consider[VB],consider
10729,852,,:[:],:
10730,852,"Boreas Pass Road (Breckenridge): Plowed for vehicles up to the parking lot, then groomed for Nordic skiing/snowshoeing.",boreas[NNS],boreas
10731,853,,pass[VBP],pass
10732,853,,road[NN],road
10733,853,,([(],(
10734,853,,breckenridge[NN],breckenridge
10735,853,,)[)],)
10736,853,,:[:],:
10737,853,,plowed[VBN],plow
10738,853,,for[IN],for
10739,853,,vehicles[NNS],vehicle
10740,853,,up[RB],up
10741,853,,to[TO],to
10742,853,,the[DT],the
10743,853,,parking[NN],parking
10744,853,,lot[NN],lot
10745,853,,",[,]",","
10746,853,,then[RB],then
10747,853,,groomed[VBD],groom
10748,853,,for[IN],for
10749,853,,nordic[JJ],nordic
10750,853,,skiing/snowshoeing[NN],skiing/snowshoeing
10751,853,,.[.],.
10752,853,"Relatively flat, incredible views.",relatively[RB],relatively
10753,854,,flat[JJ],flat
10754,854,,",[,]",","
10755,854,,incredible[JJ],incredible
10756,854,,views[NNS],view
10757,854,,.[.],.
10758,854,"Frisco Nordic Center trails: Pay for groomed trails, but excellent conditions and rental gear.",frisco[JJ],frisco
10759,855,,nordic[JJ],nordic
10760,855,,center[NN],center
10761,855,,trails[NNS],trail
10762,855,,:[:],:
10763,855,,pay[NN],pay
10764,855,,for[IN],for
10765,855,,groomed[VBN],groom
10766,855,,trails[NNS],trail
10767,855,,",[,]",","
10768,855,,but[CC],but
10769,855,,excellent[JJ],excellent
10770,855,,conditions[NNS],condition
10771,855,,and[CC],and
10772,855,,rental[JJ],rental
10773,855,,gear[NN],gear
10774,855,,.[.],.
10775,855,"Dillon Reservoir Recreation Path: Paved path, but can be snow-packed and offer easy, scenic walks along the lake.",dillon[NN],dillon
10776,856,,reservoir[NN],reservoir
10777,856,,recreation[NN],recreation
10778,856,,path[NN],path
10779,856,,:[:],:
10780,856,,paved[JJ],paved
10781,856,,path[NN],path
10782,856,,",[,]",","
10783,856,,but[CC],but
10784,856,,can[MD],can
10785,856,,be[VB],be
10786,856,,snow-packed[JJ],snow-packed
10787,856,,and[CC],and
10788,856,,offer[NN],offer
10789,856,,easy[JJ],easy
10790,856,,",[,]",","
10791,856,,scenic[JJ],scenic
10792,856,,walks[NNS],walk
10793,856,,along[IN],along
10794,856,,the[DT],the
10795,856,,lake[NN],lake
10796,856,,.[.],.
10797,856,"Gear: Snowshoes or cross-country skis, layers, water.",gear[NN],gear
10798,857,,:[:],:
10799,857,,snowshoes[NNS],snowshoe
10800,857,,or[CC],or
10801,857,,cross-country[NN],cross-country
10802,857,,skis[NNS],ski
10803,857,,",[,]",","
10804,857,,layers[NNS],layer
10805,857,,",[,]",","
10806,857,,water[NN],water
10807,857,,.[.],.
10808,857,3.,3[CD],3
10809,858,,.[.],.
10810,858,Vail/Edwards Area,vail/edwards[NNS],vail/edwards
10811,859,,area[NN],area
10812,859,Why it's pleasant: More peaceful options away from the ski slopes.,why[WRB],why
10813,860,,it[PRP],it
10814,860,,'s[VBZ],'s
10815,860,,pleasant[JJ],pleasant
10816,860,,:[:],:
10817,860,,more[RBR],more
10818,860,,peaceful[JJ],peaceful
10819,860,,options[NNS],option
10820,860,,away[RB],away
10821,860,,from[IN],from
10822,860,,the[DT],the
10823,860,,ski[JJ],ski
10824,860,,slopes[NNS],slope
10825,860,,.[.],.
10826,860,Trails to consider:,trails[NNS],trail
10827,861,,to[TO],to
10828,861,,consider[VB],consider
10829,861,,:[:],:
10830,861,Shrine Ridge Road (off Vail Pass): A popular snowshoe and cross-country ski route that offers stunning views of the surrounding mountains.,shrine[NN],shrine
10831,862,,ridge[NN],ridge
10832,862,,road[NN],road
10833,862,,([(],(
10834,862,,off[IN],off
10835,862,,vail[NN],vail
10836,862,,pass[NN],pas
10837,862,,)[)],)
10838,862,,:[:],:
10839,862,,a[DT],a
10840,862,,popular[JJ],popular
10841,862,,snowshoe[NN],snowshoe
10842,862,,and[CC],and
10843,862,,cross-country[NN],cross-country
10844,862,,ski[NNS],ski
10845,862,,route[NN],route
10846,862,,that[IN],that
10847,862,,offers[VBZ],offer
10848,862,,stunning[VBG],stun
10849,862,,views[NNS],view
10850,862,,of[IN],of
10851,862,,the[DT],the
10852,862,,surrounding[NN],surrounding
10853,862,,mountains[NNS],mountain
10854,862,,.[.],.
10855,862,Can be windy.,can[MD],can
10856,863,,be[VB],be
10857,863,,windy[JJ],windy
10858,863,,.[.],.
10859,863,Minturn Loop/Cross Creek Trail (Minturn): Good for snowshoeing and less crowded.,minturn[NN],minturn
10860,864,,loop/cross[IN],loop/cross
10861,864,,creek[JJ],creek
10862,864,,trail[NN],trail
10863,864,,([(],(
10864,864,,minturn[NN],minturn
10865,864,,)[)],)
10866,864,,:[:],:
10867,864,,good[JJ],good
10868,864,,for[IN],for
10869,864,,snowshoeing[VBG],snowshoe
10870,864,,and[CC],and
10871,864,,less[RBR],less
10872,864,,crowded[VBN],crowd
10873,864,,.[.],.
10874,864,"Gear: Snowshoes or cross-country skis, layers.",gear[NN],gear
10875,865,,:[:],:
10876,865,,snowshoes[NNS],snowshoe
10877,865,,or[CC],or
10878,865,,cross-country[NN],cross-country
10879,865,,skis[NNS],ski
10880,865,,",[,]",","
10881,865,,layers[NNS],layer
10882,865,,.[.],.
10883,865,,#[#],#
10884,866,### Essential Winter Hiking Gear for a Pleasant Experience:,#[#],#
10885,866,,#[#],#
10886,866,,essential[JJ],essential
10887,866,,winter[NN],winter
10888,866,,hiking[NN],hiking
10889,866,,gear[NN],gear
10890,866,,for[IN],for
10891,866,,a[DT],a
10892,866,,pleasant[JJ],pleasant
10893,866,,experience[NN],experience
10894,866,,:[:],:
10895,866,"Layers, layers, layers: Synthetic or wool base layers, fleece mid-layer, waterproof/windproof outer shell.",layers[NNS],layer
10896,867,,",[,]",","
10897,867,,layers[NNS],layer
10898,867,,",[,]",","
10899,867,,layers[NNS],layer
10900,867,,:[:],:
10901,867,,synthetic[JJ],synthetic
10902,867,,or[CC],or
10903,867,,wool[JJ],wool
10904,867,,base[NN],base
10905,867,,layers[NNS],layer
10906,867,,",[,]",","
10907,867,,fleece[JJ],fleece
10908,867,,mid-layer[NN],mid-layer
10909,867,,",[,]",","
10910,867,,waterproof/windproof[JJ],waterproof/windproof
10911,867,,outer[NN],outer
10912,867,,shell[NN],shell
10913,867,,.[.],.
10914,867,Waterproof boots: Insulated is a plus.,waterproof[JJ],waterproof
10915,868,,boots[NNS],boot
10916,868,,:[:],:
10917,868,,insulated[VBN],insulate
10918,868,,is[VBZ],be
10919,868,,a[DT],a
10920,868,,plus[JJ],plus
10921,868,,.[.],.
10922,868,Microspikes or Yaktrax: Absolutely essential for icy or packed snow trails.,microspikes[NNS],microspikes
10923,869,,or[CC],or
10924,869,,yaktrax[NN],yaktrax
10925,869,,:[:],:
10926,869,,absolutely[RB],absolutely
10927,869,,essential[JJ],essential
10928,869,,for[IN],for
10929,869,,icy[NN],icy
10930,869,,or[CC],or
10931,869,,packed[VBN],pack
10932,869,,snow[JJ],snow
10933,869,,trails[NNS],trail
10934,869,,.[.],.
10935,869,"Snowshoes: For deeper, fresh snow or less-trafficked trails.",snowshoes[NNS],snowshoe
10936,870,,:[:],:
10937,870,,for[IN],for
10938,870,,deeper[JJR],deep
10939,870,,",[,]",","
10940,870,,fresh[JJ],fresh
10941,870,,snow[NN],snow
10942,870,,or[CC],or
10943,870,,less-trafficked[JJ],less-trafficked
10944,870,,trails[NNS],trail
10945,870,,.[.],.
10946,870,"Trekking poles: Excellent for balance, especially on slippery terrain.",trekking[VBG],trek
10947,871,,poles[NNS],pole
10948,871,,:[:],:
10949,871,,excellent[NN],excellent
10950,871,,for[IN],for
10951,871,,balance[NN],balance
10952,871,,",[,]",","
10953,871,,especially[RB],especially
10954,871,,on[IN],on
10955,871,,slippery[NN],slippery
10956,871,,terrain[NN],terrain
10957,871,,.[.],.
10958,871,Water & snacks: Hydration is key even in cold weather.,water[NN],water
10959,872,,&[CC],&
10960,872,,snacks[NNS],snack
10961,872,,:[:],:
10962,872,,hydration[NN],hydration
10963,872,,is[VBZ],be
10964,872,,key[JJ],key
10965,872,,even[RB],even
10966,872,,in[IN],in
10967,872,,cold[JJ],cold
10968,872,,weather[NN],weather
10969,872,,.[.],.
10970,872,"Hat, gloves/mittens, neck gaiter.",hat[NN],hat
10971,873,,",[,]",","
10972,873,,gloves/mittens[NNS],gloves/mittens
10973,873,,",[,]",","
10974,873,,neck[NN],neck
10975,873,,gaiter[NN],gaiter
10976,873,,.[.],.
10977,873,Sunscreen and sunglasses: Snow reflects UV light strongly.,sunscreen[NN],sunscreen
10978,874,,and[CC],and
10979,874,,sunglasses[NNS],sunglass
10980,874,,:[:],:
10981,874,,snow[NN],snow
10982,874,,reflects[VBZ],reflect
10983,874,,uv[JJ],uv
10984,874,,light[JJ],light
10985,874,,strongly[RB],strongly
10986,874,,.[.],.
10987,874,"Map/navigation: Even on well-known trails, winter conditions can be disorienting.",map/navigation[NN],map/navigation
10988,875,,:[:],:
10989,875,,even[RB],even
10990,875,,on[IN],on
10991,875,,well-known[JJ],well-known
10992,875,,trails[NNS],trail
10993,875,,",[,]",","
10994,875,,winter[NN],winter
10995,875,,conditions[NNS],condition
10996,875,,can[MD],can
10997,875,,be[VB],be
10998,875,,disorienting[VBG],disorient
10999,875,,.[.],.
11000,875,Headlamp: For unexpected delays or early starts/late finishes.,headlamp[NN],headlamp
11001,876,,:[:],:
11002,876,,for[IN],for
11003,876,,unexpected[JJ],unexpected
11004,876,,delays[NNS],delay
11005,876,,or[CC],or
11006,876,,early[JJ],early
11007,876,,starts/late[NN],starts/late
11008,876,,finishes[NNS],finish
11009,876,,.[.],.
11010,876,Always check current trail conditions and weather forecasts before you go!,always[RB],always
11011,877,,check[VB],check
11012,877,,current[JJ],current
11013,877,,trail[NN],trail
11014,877,,conditions[NNS],condition
11015,877,,and[CC],and
11016,877,,weather[NN],weather
11017,877,,forecasts[NNS],forecast
11018,877,,before[IN],before
11019,877,,you[PRP],you
11020,877,,go[VBP],go
11021,877,,![.],!
11022,877,"Websites like AllTrails, park websites, and local recreation department sites are invaluable resources.",websites[NNS],website
11023,878,,like[IN],like
11024,878,,alltrails[NNS],alltrails
11025,878,,",[,]",","
11026,878,,park[NN],park
11027,878,,websites[NNS],website
11028,878,,",[,]",","
11029,878,,and[CC],and
11030,878,,local[JJ],local
11031,878,,recreation[NN],recreation
11032,878,,department[NN],department
11033,878,,sites[NNS],site
11034,878,,are[VBP],be
11035,878,,invaluable[JJ],invaluable
11036,878,,resources[NNS],resource
11037,878,,.[.],.
11038,878,Enjoy the unique beauty of winter in Colorado!,enjoy[VB],enjoy
11039,879,,the[DT],the
11040,879,,unique[JJ],unique
11041,879,,beauty[NN],beauty
11042,879,,of[IN],of
11043,879,,winter[NN],winter
11044,879,,in[IN],in
11045,879,,colorado[NN],colorado
11046,879,,![.],!
11047,879,"Colorado's unique combination of high altitude and a dry climate offers several distinct benefits, both for the environment and for people:",colorado[NN],colorado
11048,880,,'s[POS],'s
11049,880,,unique[JJ],unique
11050,880,,combination[NN],combination
11051,880,,of[IN],of
11052,880,,high[JJ],high
11053,880,,altitude[NN],altitude
11054,880,,and[CC],and
11055,880,,a[DT],a
11056,880,,dry[JJ],dry
11057,880,,climate[NN],climate
11058,880,,offers[NNS],offer
11059,880,,several[JJ],several
11060,880,,distinct[JJ],distinct
11061,880,,benefits[NNS],benefit
11062,880,,",[,]",","
11063,880,,both[DT],both
11064,880,,for[IN],for
11065,880,,the[DT],the
11066,880,,environment[NN],environment
11067,880,,and[CC],and
11068,880,,for[IN],for
11069,880,,people[NNS],people
11070,880,,:[:],:
11071,880,,#[#],#
11072,881,### Benefits of High Altitude:,#[#],#
11073,881,,#[#],#
11074,881,,benefits[NNS],benefit
11075,881,,of[IN],of
11076,881,,high[JJ],high
11077,881,,altitude[NN],altitude
11078,881,,:[:],:
11079,881,1.,1[CD],1
11080,882,,.[.],.
11081,882,Athletic Training Advantage:,athletic[JJ],athletic
11082,883,,training[NN],training
11083,883,,advantage[NN],advantage
11084,883,,:[:],:
11085,883,"Increased Red Blood Cell Production: Living and training at altitude stimulates the body to produce more red blood cells, which carry oxygen.",increased[VBN],increase
11086,884,,red[JJ],red
11087,884,,blood[NN],blood
11088,884,,cell[NN],cell
11089,884,,production[NN],production
11090,884,,:[:],:
11091,884,,living[NN],living
11092,884,,and[CC],and
11093,884,,training[NN],training
11094,884,,at[IN],at
11095,884,,altitude[NN],altitude
11096,884,,stimulates[VBZ],stimulate
11097,884,,the[DT],the
11098,884,,body[NN],body
11099,884,,to[TO],to
11100,884,,produce[VB],produce
11101,884,,more[JJR],more
11102,884,,red[JJ],red
11103,884,,blood[NN],blood
